;data_pregao;codbdi;sigla_acao;preco_fechamento
462081;2020-03-03;2;K1IM34;80.63
462082;2020-03-02;2;K1RC34;132.38
462083;2020-03-03;2;K1SG34;218.17
462189;2020-03-02;2;L1EN34;277.73
462195;2020-02-21;2;L1KQ34;147.2
462349;2020-03-02;2;M1AS34;192.88
462351;2020-03-02;2;M1CH34;210.45
462358;2020-02-21;2;M1MC34;255.0
462360;2020-02-28;2;M1NS34;283.25
462361;2020-02-26;2;M1PC34;232.89
462368;2020-03-03;2;M1SC34;354.0
462369;2020-02-21;2;M1SI34;203.8
462371;2020-03-03;2;M1TB34;165.02
462372;2020-02-27;2;M1TT34;135.26
462648;2020-02-27;2;N1CL34;158.67
462652;2020-03-02;2;N1DA34;242.55
462654;2020-02-21;2;N1EM34;215.48
462659;2020-02-28;2;N1IS34;123.11
462662;2020-02-28;2;N1LS34;82.67
462666;2020-02-27;2;N1RG34;154.09
462669;2020-03-03;2;N1SC34;206.3
462672;2020-03-03;2;N1TR34;196.64
462673;2020-03-03;2;N1UE34;193.49
462674;2020-02-28;2;N1WL34;67.44
462677;2020-02-28;2;N1WS34;53.11
462845;2020-03-03;2;P1AC34;156.88
462848;2020-03-03;2;P1BC34;66.86
462851;2020-02-28;2;P1EA34;138.59
462853;2020-03-03;2;P1EG34;245.19
462854;2020-03-03;2;P1FG34;210.48
462855;2020-02-21;2;P1GR34;177.8
462857;2020-03-03;2;P1HC34;219.18
462858;2020-03-02;2;P1HM34;184.95
462864;2020-03-02;2;P1PL34;141.88
462865;2020-02-27;2;P1RG34;227.69
463067;2020-02-20;12;PORD12;2.2
463167;2020-02-27;2;Q1UA34;173.29
463192;2020-02-27;2;R1CL34;171.18
463196;2020-03-03;2;R1EG34;136.03
463197;2020-02-28;2;R1FC34;60.75
463200;2020-03-03;2;R1JF34;193.95
463201;2020-02-28;2;R1LC34;227.6
463488;2020-02-28;12;RFOF11;100.0
463577;2020-02-21;2;S1BA34;264.88
463578;2020-03-03;2;S1IV34;227.54
463579;2020-03-03;2;S1NP34;158.93
463580;2020-02-27;2;S1OU34;215.73
463584;2020-03-03;2;S1SL34;234.66
463585;2020-02-27;2;S1TT34;315.48
463591;2020-03-03;2;S1WK34;160.19
463596;2020-02-21;2;S1YK34;245.4
463597;2020-03-02;2;S1YM34;88.33
463599;2020-02-18;2;S1YY34;168.08
463939;2020-02-21;2;T1FX34;161.6
463947;2020-02-28;2;T1OW34;253.64
463950;2020-03-03;2;T1RO34;280.33
463959;2020-03-03;2;T1XT34;187.93
464268;2020-03-03;2;U1AI34;56.1
464283;2020-03-02;2;U1LT34;114.58
464284;2020-02-28;2;U1NM34;104.9
464405;2020-03-03;2;V1NO34;250.38
464450;2020-02-20;12;VILG12;1.64
464593;2020-02-28;2;W1DA34;188.78
464604;2020-03-03;2;W1EL34;175.12
464605;2020-03-03;2;W1HR34;148.7
464606;2020-02-28;2;W1MB34;84.63
464615;2020-02-28;2;W1RK34;142.29
464616;2020-02-28;2;W1YC34;113.01
464617;2020-02-28;2;W1YN34;245.31
464724;2020-03-02;2;X1LN34;186.6
464822;2020-02-28;2;Z1IO34;177.56
464825;2020-02-21;2;Z1TS34;156.8
464853;2020-03-04;2;A1NS34;284.76
465158;2020-03-10;2;B1LL34;171.59
466473;2020-03-04;2;E1WL34;237.67
466915;2020-03-13;2;G1PI34;196.05
467382;2020-03-04;2;I1DX34;229.45
467383;2020-03-11;2;I1RP34;53.71
468266;2020-03-11;2;O1KE34;85.29
468771;2020-03-03;12;RBIR11;102.0
469697;2020-03-10;2;V1RS34;176.86
470016;2020-03-10;12;XPHT14;0.01
470105;2020-03-25;2;A1EE34;169.34
470123;2020-03-23;2;A1IV34;131.72
470125;2020-03-23;2;A1JG34;174.91
470127;2020-03-17;2;A1LG34;191.61
470166;2020-03-24;2;A1VB34;164.6
470167;2020-03-25;2;A1WK34;130.16
470466;2020-03-17;2;B1FC34;250.35
471057;2020-03-23;2;C1BR34;154.4
471084;2020-03-25;2;C1MS34;135.01
471093;2020-03-17;2;C1PB34;272.26
471095;2020-03-25;2;C1TA34;192.69
471656;2020-03-20;2;D1OV34;180.37
471657;2020-03-24;2;D1RE34;145.66
471658;2020-03-20;2;D1RI34;47.33
471780;2020-03-23;2;E1FX34;135.31
471786;2020-03-23;2;E1MR34;197.66
471802;2020-03-23;2;E1TR34;205.48
471803;2020-03-23;2;E1VE34;223.39
472060;2020-03-19;2;F1MC34;161.49
472070;2020-03-23;2;F1RC34;199.21
472071;2020-03-23;2;F1RI34;87.38
472073;2020-03-25;2;F1TN34;247.8
472246;2020-03-20;2;G1AR34;112.98
472247;2020-03-25;2;G1LL34;172.86
472250;2020-03-20;2;G1PC34;155.72
472451;2020-03-20;2;H1AS34;122.92
472479;2020-03-25;2;H1OG34;104.4
472484;2020-03-19;2;H1RB34;77.62
472488;2020-03-23;2;H1SI34;109.98
472494;2020-03-23;2;H1UM34;219.51
472734;2020-03-20;2;I1LM34;247.19
472741;2020-03-23;2;I1PH34;65.71
472871;2020-03-17;2;J1EF34;76.44
472874;2020-03-17;2;J1NP34;90.99
472988;2020-03-23;2;K1CS34;126.7
472989;2020-03-25;2;K1EL34;145.7
472998;2020-03-17;2;K1MX34;138.82
473115;2020-03-23;2;L1EG34;114.87
473133;2020-03-25;2;L1OE34;170.18
473138;2020-03-20;2;L1UL34;221.41
473139;2020-03-19;2;L1WH34;123.88
473296;2020-03-26;2;M1AA34;126.23
473298;2020-03-23;2;M1CK34;149.79
473307;2020-03-20;2;M1HK34;158.19
473654;2020-03-20;2;N1VR34;238.95
473686;2020-03-23;12;NEWU11;51.4
473759;2020-03-23;2;O1MC34;125.53
473870;2020-03-20;2;P1KG34;207.33
473872;2020-03-20;2;P1NW34;175.44
473881;2020-03-20;2;P1VH34;80.64
474215;2020-03-25;2;R1HI34;194.49
474216;2020-03-23;2;R1IN34;109.92
474218;2020-03-26;2;R1MD34;180.38
474219;2020-03-20;2;R1OK34;167.41
474220;2020-03-23;2;R1OP34;135.79
474611;2020-03-20;2;S1EA34;118.93
474613;2020-03-17;2;S1HW34;193.38
474615;2020-03-23;2;S1JM34;248.39
474616;2020-03-17;2;S1LG34;133.72
474965;2020-03-17;2;T1DG34;163.55
474973;2020-03-25;2;T1EL34;159.61
475327;2020-03-23;2;U1DR34;158.24
475329;2020-03-23;2;U1HS34;93.19
475337;2020-03-19;2;U1RI34;180.2
475454;2020-03-20;2;V1MC34;110.57
475458;2020-03-20;2;V1TA34;53.3
475490;2020-03-20;12;VGIP11;79.0
475651;2020-03-20;2;W1AB34;107.09
475661;2020-03-23;2;W1EC34;186.22
475789;2020-03-23;2;X1YL34;144.16
475898;2020-03-18;2;Z1BH34;104.0
475922;2020-03-30;2;A1MB34;226.0
476029;2020-04-02;12;AFCR11;98.0
476563;2020-04-03;12;BLMO11;26662.53
477528;2020-03-27;2;E1DI34;196.38
478904;2020-03-27;2;M1TD34;336.57
479354;2020-04-01;12;OULG11;88.0
483552;2020-04-20;2;H1II34;258.0
483786;2020-04-09;12;HUSI11;980.0
484138;2020-04-20;2;L1YB34;130.9
484218;2020-04-20;12;LOFT13B;103.34
485223;2020-04-20;12;RBRL11;101.0
485253;2020-04-09;12;RBTS11;1000.0
485429;2020-04-20;2;RYTT34;353.0
485752;2020-04-14;2;T1TW34;161.0
485952;2020-04-17;12;TORD11;10.0
486601;2020-05-07;2;A1ME34;244.0
486607;2020-04-28;2;A1ON34;243.6
486614;2020-05-04;2;A1RE34;206.2
487499;2020-04-27;2;C1BL34;152.8
487846;2020-04-27;12;CPTS12B;0.2
489454;2020-04-28;12;LASC11;98.0
491245;2020-05-06;12;TEPP11;85.72
491790;2020-05-04;2;W1LT34;256.0
492031;2020-05-14;2;A1NE34;305.5
492182;2020-05-15;2;ALPK3;9.55
493030;2020-05-19;2;C1OO34;173.59
493729;2020-05-19;2;E1SS34;135.79
494427;2020-05-18;12;HBRH11;100.01
494960;2020-05-14;2;L1CA34;235.2
494961;2020-05-20;2;L1HX34;255.7
495311;2020-05-13;12;MORE11;100.0
495895;2020-05-08;2;Q1RV34;298.5
496283;2020-05-20;2;S1NA34;193.8
497430;2020-05-29;2;A1TM34;276.31
498058;2020-05-25;12;BLCP11;105.0
498423;2020-06-01;2;C1DN34;246.5
500538;2020-05-20;12;MGHT11;85.0
505268;2020-06-12;2;I1NC34;232.22
506629;2020-06-04;2;R1OL34;221.88
507805;2020-06-10;12;VIFI11;101.51
510747;2020-06-24;2;J1KH34;239.81
511075;2020-06-19;2;M1XI34;320.43
511994;2020-06-24;12;RCFF11;100.0
513499;2020-07-06;2;AURA32;769.8
513542;2020-06-29;2;B1RF34;169.19
513948;2020-07-01;2;BPAC13;76.65
514197;2020-07-06;2;C1NS34;236.26
514560;2020-07-01;12;CPTS11;104.99
515162;2020-06-26;2;F1FI34;190.28
516440;2020-07-08;12;MFAI11;105.63
516800;2020-07-01;12;OUFF12;0.6
517299;2020-07-02;12;RBRM11;160000.0
518390;2020-07-02;12;VSEC11;95.35
518855;2020-07-13;2;AMBP3;29.3
519608;2020-07-17;2;C1HK34;325.19
522075;2020-07-13;2;PDTC3;7.0
523418;2020-07-10;12;VGIP12;0.4
524062;2020-07-22;12;ARCT11;1000.01
524321;2020-07-22;12;BCIA12;17.9
524692;2020-07-21;12;BRIM11;910.0
525900;2020-07-21;12;GCFF11;100.75
526677;2020-07-27;12;LFTT11;100.0
527535;2020-07-29;12;PVBI11;100.29
527560;2020-07-21;12;QMFF11;100.22
530647;2020-08-10;2;DMVF3;15.58
531923;2020-08-10;2;LJQQ3;12.79
532517;2020-08-06;2;P1SA34;203.84
532723;2020-07-31;12;PQAG11;630.0
533406;2020-07-31;2;SOMA3;11.03
533758;2020-08-06;12;TRXB11;110.0
537829;2020-08-18;2;P1KI34;327.38
537867;2020-08-14;12;PATL11;97.85
541662;2020-08-28;12;FATN11;100.55
542561;2020-09-02;2;LAVV3;9.0
542720;2020-08-27;2;M1LM34;235.49
543328;2020-09-02;2;PGMN3;10.3
543764;2020-08-26;12;RECR11;102.98
544548;2020-08-27;12;URPR11;114.7
547439;2020-09-04;12;IFIE11;100.0
547585;2020-09-10;2;JSLG11;9.49
547881;2020-09-02;12;LVBI12;0.99
548227;2020-09-11;12;NCHB11;95.0
548488;2020-09-11;2;PETZ3;16.75
551638;2020-09-21;2;CURY3;9.46
552663;2020-09-18;12;HSAF11;95.01
553837;2020-09-17;2;PLPL3;9.4
554165;2020-09-22;12;RBRS11;105.0
554511;2020-09-18;2;SIMH3;29.4
556095;2020-09-30;2;BOAS3;14.05
556324;2020-09-30;12;BTLG12;0.21
557476;2020-09-28;12;GESE11B;1520.0
557700;2020-09-25;2;HBSA3;7.42
558214;2020-09-29;2;L1MN34;58.08
558507;2020-09-28;2;MELK3;8.35
560831;2020-10-14;2;A1LN34;40.65
560975;2020-10-16;12;AIEC11;95.49
561209;2020-10-14;2;B1AM34;48.18
561854;2020-10-14;2;C1DW34;36.72
562413;2020-10-19;2;D1EX34;45.15
562420;2020-10-19;2;D1OC34;65.66
562819;2020-10-16;2;F1SL34;48.81
563059;2020-10-13;2;GMAT3;8.94
563192;2020-10-14;2;H1ZN34;44.53
563880;2020-10-07;12;LGCP12;0.94
564010;2020-10-19;2;M1DB34;75.4
564014;2020-10-14;2;M1KT34;60.02
564023;2020-10-14;2;M1RN34;43.07
564320;2020-10-14;2;N1BI34;28.5
565213;2020-10-14;12;RMAI11;497.87
565271;2020-10-13;12;RZTR11;100.05
565276;2020-10-14;2;S1GE34;58.78
565288;2020-10-14;2;S1RP34;40.9
565293;2020-10-14;2;S1TE34;52.46
565419;2020-10-07;2;SEQL3;12.2
565588;2020-10-14;2;T1CH34;49.85
565771;2020-10-13;2;TIMS3;13.25
566397;2020-10-14;2;Z1BR34;52.97
566398;2020-10-14;2;Z1OM34;113.93
566413;2020-10-22;2;A1BB34;37.54
566427;2020-10-29;2;A1CR34;60.32
566436;2020-10-27;2;A1EG34;16.3
566523;2020-10-22;2;A1MX34;36.77
566549;2020-10-20;2;A1RG34;59.68
566555;2020-10-20;2;A1SN34;58.65
566561;2020-10-20;2;A1TH34;56.44
566577;2020-10-26;2;A1YX34;39.1
566578;2020-10-20;2;A1ZN34;48.97
566954;2020-10-21;2;B1AX34;228.69
566956;2020-10-22;2;B1BL34;47.31
566961;2020-10-20;2;B1CS34;30.26
566971;2020-10-20;2;B1GN34;67.6
566977;2020-10-23;2;B1IL34;50.33
566992;2020-10-22;2;B1NT34;60.59
566996;2020-10-20;2;B1PP34;22.59
567002;2020-10-20;2;B1SA34;39.07
567012;2020-10-20;2;B1TI34;38.29
567601;2020-10-22;2;C1AB34;54.5
567631;2020-10-20;2;C1EO34;43.54
567634;2020-10-20;2;C1HI34;35.93
567643;2020-10-20;2;C1HL34;45.56
567656;2020-10-28;2;C1HT34;54.36
567676;2020-10-27;2;C1OU34;58.0
567681;2020-10-22;2;C1SU34;30.07
567686;2020-10-22;2;C1TV34;46.3
568223;2020-10-22;2;D1DG34;55.99
568251;2020-10-28;2;D1OW34;65.83
568381;2020-10-20;2;E1CO34;27.78
568384;2020-10-20;2;E1DU34;65.58
568391;2020-10-23;2;E1NI34;39.39
568394;2020-10-22;2;E1QN34;39.52
568403;2020-10-27;2;E1RI34;33.77
568819;2020-10-27;2;G1FI34;36.0
568820;2020-10-20;2;G1LP34;37.2
568834;2020-10-20;2;G1SK34;40.72
569037;2020-10-20;2;H1DB34;66.31
569039;2020-10-28;2;H1EI34;61.65
569057;2020-10-20;2;H1SB34;28.02
569303;2020-10-20;2;I1BN34;63.9
569309;2020-10-20;2;I1FO34;43.04
569347;2020-10-20;2;I1XC34;44.89
569539;2020-10-21;2;K1BF34;51.36
569558;2020-10-22;2;K1TC34;56.31
569567;2020-10-22;12;KEVE11;1024.7
569653;2020-10-21;2;L1BT35;29.8
569658;2020-10-26;2;L1DO34;47.39
569659;2020-10-20;2;L1FC34;34.04
569680;2020-10-20;2;L1YG34;7.7
569854;2020-10-26;2;M1BT34;46.57
569862;2020-10-20;2;M1LC34;41.94
569922;2020-10-27;12;MCCI12;0.95
570205;2020-10-28;2;N1GG34;57.31
570206;2020-10-23;2;N1IC34;53.32
570214;2020-10-26;2;N1OW34;58.9
570217;2020-10-20;2;N1VO34;50.1
570224;2020-10-20;2;N1VS34;48.2
570231;2020-10-20;2;N1WG34;16.65
570423;2020-10-20;2;P1DD34;50.88
570438;2020-10-23;2;P1KX34;68.63
570443;2020-10-27;2;P1NR34;280.22
570453;2020-10-21;2;P1UK34;39.54
570787;2020-10-20;2;R1DY34;64.31
570803;2020-10-23;2;R1KU34;61.79
571167;2020-10-22;2;S1KM34;32.64
571175;2020-10-22;2;S1MF34;32.01
571184;2020-10-23;2;S1PL34;60.43
571195;2020-10-21;2;S1RE34;181.44
571202;2020-10-20;2;S1SN34;60.6
571490;2020-10-22;2;T1AM34;57.65
571504;2020-10-22;2;T1EV34;26.7
571506;2020-10-28;2;T1LK34;50.6
571525;2020-10-23;2;T1WL34;68.04
571625;2020-10-26;2;TFCO4;9.25
571835;2020-10-20;2;U1NL34;57.67
571948;2020-10-21;2;V1AR34;479.92
571949;2020-10-21;2;V1IP34;53.1
571956;2020-10-27;2;V1OD34;39.92
572135;2020-10-28;2;W1BK34;36.76
572136;2020-10-20;2;W1BO34;54.29
572160;2020-10-26;2;W1MG34;41.26
572163;2020-10-20;2;W1PP34;48.45
572164;2020-10-27;2;W1RB34;35.65
572354;2020-10-20;2;Z1TO34;41.84
572813;2020-11-10;2;AURA33;48.25
573397;2020-11-06;12;BRCO12;3.0
573620;2020-11-06;2;C1RR34;52.19
573679;2020-11-05;2;CASH3;9.35
573776;2020-10-30;2;CEPE3;18.2
573853;2020-11-09;12;CJCT11;60.0
574472;2020-10-30;2;E1XP34;253.94
574630;2020-11-09;2;ENJU3;9.76
575450;2020-11-05;2;I1AC34;36.6
575843;2020-10-29;2;L1VS34;55.47
576185;2020-11-03;12;MGCR11;100.0
576424;2020-11-06;2;N1WS35;41.77
576664;2020-10-30;2;P1YC34;70.77
576965;2020-11-09;2;Q1UE34;325.29
577032;2020-10-29;2;R1YA34;59.18
577207;2020-10-29;12;RCRI11B;1000.0
577720;2020-11-05;2;T1SS34;33.67
578354;2020-11-06;2;W1IX34;50.85
578511;2020-10-29;12;XPPR12;0.35
578781;2020-11-11;2;AERI3;6.5
579686;2020-11-19;2;C1GP34;47.55
580860;2020-11-13;2;G1DS34;51.9
580888;2020-11-17;12;GCFF12;1.05
581003;2020-11-13;2;GPCP3;18.9
581008;2020-11-13;2;GPCP4;30.6
581127;2020-11-16;2;H1TH34;66.06
581381;2020-11-11;2;I1HG34;53.0
581765;2020-11-12;12;KNSC11;98.0
582032;2020-11-19;2;M1TC34;35.5
582206;2020-11-18;12;MINT11;130.0
582534;2020-11-17;2;O1KT34;60.6
582649;2020-11-16;2;P1PG34;391.35
583390;2020-11-12;2;RRRP3;20.9
583444;2020-11-16;2;S1NN34;43.51
583769;2020-11-16;2;T1AL34;41.48
585197;2020-11-30;2;BAAX39;45.85
585205;2020-11-30;2;BACW39;46.9
585206;2020-11-30;2;BAER39;50.2
585313;2020-11-30;2;BCHI39;53.75
585337;2020-11-30;2;BDVY39;50.54
585345;2020-11-30;2;BEEM39;43.69
585360;2020-11-30;2;BEFA39;47.29
585368;2020-11-30;2;BEWH39;43.12
585369;2020-11-30;2;BEWJ39;49.97
585370;2020-11-30;2;BEWT39;44.71
585371;2020-11-30;2;BEWU39;51.64
585372;2020-11-30;2;BEWY39;51.62
585373;2020-11-30;2;BEWZ39;59.6
585381;2020-11-30;2;BIAU39;45.45
585382;2020-11-30;2;BIBB39;51.55
585419;2020-11-30;2;BIEU39;49.99
585420;2020-11-30;2;BIGF39;57.74
585439;2020-11-30;2;BIWM39;48.77
585440;2020-11-30;2;BIYF39;46.0
585441;2020-11-30;2;BIYW39;49.74
585500;2020-11-26;12;BMLC11;95.0
585513;2020-11-30;2;BNDA39;49.08
585744;2020-11-30;2;BSLV39;37.54
586191;2020-11-25;12;CPTS12;0.36
586457;2020-11-25;12;DEVA11;139.52
587491;2020-11-24;2;I1EX34;53.0
587509;2020-11-20;2;I1QV34;229.5
588542;2020-11-24;2;O1TI34;36.39
588583;2020-11-26;2;OSXB3;30.35
589148;2020-11-23;12;RBRL12;1.53
589278;2020-11-27;12;RELG12;0.87
589355;2020-11-26;12;RRCI11;98.5
590375;2020-11-23;2;W1SO34;52.39
591355;2020-12-04;2;BEGD39;46.93
591357;2020-12-01;2;BEGE39;52.65
591364;2020-12-01;2;BEGU39;43.9
591376;2020-12-01;2;BEWG39;54.3
591394;2020-12-02;2;BEWP39;47.68
591407;2020-12-02;2;BEWW39;55.21
591420;2020-12-01;2;BEZU39;57.44
591479;2020-12-01;2;BIEF39;44.38
591482;2020-12-01;2;BIEM39;52.18
591510;2020-12-01;2;BIJH39;57.39
591511;2020-12-01;2;BIJR39;56.29
591521;2020-12-01;2;BILF39;48.15
591535;2020-12-01;2;BITO39;43.87
591541;2020-12-01;2;BIVB39;48.08
591552;2020-12-07;2;BIXJ39;48.0
591554;2020-12-07;2;BIXN39;49.15
591895;2020-12-01;2;BUSM39;44.08
594782;2020-12-08;2;O1DF34;53.6
595284;2020-12-07;2;R1EL34;30.88
595522;2020-12-02;2;RDSA35;45.97
596984;2020-12-18;2;A1UA34;37.95
597295;2020-12-11;2;AVLL3;29.55
599771;2020-12-16;12;HCST11;99.01
600497;2020-12-16;2;M1UF34;23.0
600694;2020-12-16;12;MORE12;3.8
600905;2020-12-17;2;NGRD3;4.43
601641;2020-12-10;2;RDOR3;62.4
602050;2020-12-11;2;SNSY3;34.0
602056;2020-12-11;2;SNSY5;7.16
605750;2020-12-22;12;HSLG11;108.5
605809;2020-12-23;2;I1QY34;44.0
606263;2020-12-30;2;LSXM35;55.95
607465;2020-12-18;12;RELG11;120.0
607575;2020-12-29;12;RZAK11;99.99
607588;2020-12-28;2;S1BS34;41.65
609245;2021-01-04;2;L1YV34;74.16
609775;2021-01-04;12;OURE11;91.0
611865;2021-01-06;12;BBFO11;99.6
612888;2021-01-07;12;GALG11;110.16
618895;2021-01-15;12;KISU11;104.95
619618;2021-01-18;12;EVBI11;110.0
622555;2021-01-21;12;QIFF11;101.18
623953;2021-01-26;2;HBRE3;18.9
624373;2021-01-26;12;FLCR11;105.0
624400;2021-01-26;12;HREC11;101.22
626329;2021-01-28;12;JFLL11;94.0
627148;2021-01-29;2;VAMO3;31.05
627205;2021-01-29;12;BRIP11;1000.0
627447;2021-02-01;2;AIRB34;49.3
627721;2021-02-01;2;ESPA3;20.98
627928;2021-02-01;2;PAGS34;57.04
630030;2021-02-03;12;BARI12;2.49
630058;2021-02-03;12;CVBI12;0.91
630067;2021-02-03;12;ERPA11;124.0
630661;2021-02-04;2;INTB3;19.74
631022;2021-02-04;12;BTAL11;102.1
631682;2021-02-05;2;MBLY3;26.4
631702;2021-02-05;2;MOSI3;39.0
632602;2021-02-08;2;JALL3;9.04
632747;2021-02-08;2;POWE3;15.65
632956;2021-02-08;12;BLMG11;102.32
634258;2021-02-10;2;BMOB3;21.4
635312;2021-02-11;2;CSED3;12.98
635763;2021-02-11;2;WEST3;11.9
636513;2021-02-12;2;OPCT3;11.15
636754;2021-02-12;12;BLMR11;97.0
637258;2021-02-17;2;ELMD3;17.5
637489;2021-02-17;2;ORVR3;22.0
638127;2021-02-18;2;C1MI34;327.8
638164;2021-02-18;2;CMIN3;9.0
644729;2021-02-26;12;HAAA11;100.0
644828;2021-02-26;12;RBRY12;1.44
644849;2021-02-26;12;SEQR11;93.85
644851;2021-02-26;12;SJAU11;29000.0
644946;2021-03-01;2;ASAI3;71.4
645771;2021-03-01;12;IFID11;102.41
651388;2021-03-09;2;J1BH34;474.8
651950;2021-03-09;12;VGHF11;10.05
653867;2021-03-11;12;SOLR11;1015.36
656733;2021-03-16;12;PLOG11;91.35
657740;2021-03-17;12;RECX11;101.0
662437;2021-03-24;12;AFOF11;110.0
662621;2021-03-24;12;RZTR12;0.25
663082;2021-03-25;2;J1EG34;359.6
663429;2021-03-25;12;BLMG12;0.18
663565;2021-03-25;12;RBHY11;102.5
664421;2021-03-26;12;ERCR11;90000.0
664515;2021-03-26;12;PEMA11;100.0
664640;2021-03-29;2;AESB3;16.92
665536;2021-03-29;12;TCIN11;106.88
667188;2021-03-31;2;SBFG3;26.41
667436;2021-03-31;12;MGCR12;0.11
667477;2021-03-31;12;RBLG11;108.75
668990;2021-04-05;2;K2CG34;41.83
669183;2021-04-05;2;S2UI34;43.12
669228;2021-04-05;2;T2DH34;34.77
669229;2021-04-05;2;T2TD34;37.4
669327;2021-04-05;12;AFHI11;96.25
669833;2021-04-06;2;D2KN34;59.83
670205;2021-04-06;2;S2HO34;54.7
670206;2021-04-06;2;S2NW34;33.7
670207;2021-04-06;2;S2QU34;53.3
670291;2021-04-06;2;U2ST34;28.85
670344;2021-04-06;2;Z2NG34;59.0
670656;2021-04-07;2;B2YN34;37.0
671059;2021-04-07;2;M2PW34;60.79
672184;2021-04-08;2;S2EA34;56.52
672361;2021-04-08;12;CXCO11;105.25
672535;2021-04-08;12;VSLH11;12.79
673594;2021-04-12;2;ALLD3;17.18
674395;2021-04-12;12;HGIC11;105.5
678016;2021-04-16;2;MATD3;16.8
678366;2021-04-16;12;GCRI11;104.0
678454;2021-04-16;12;QAMI11;100.41
678686;2021-04-19;2;BLAU3;41.1
679450;2021-04-19;12;KNSC12;1.97
680552;2021-04-20;12;TCIN12;80.01
682859;2021-04-26;2;CPLE11;32.1
682984;2021-04-26;2;GGPS3;12.8
683447;2021-04-26;12;FEXC12;0.58
683524;2021-04-26;12;NAVT11;100.5
685904;2021-04-29;2;CXSE3;10.05
686301;2021-04-29;2;SOJA3;14.5
686847;2021-04-30;2;C2ZR34;52.91
687155;2021-04-30;2;MODL3;12.58
687156;2021-04-30;2;MODL4;6.6
687157;2021-04-30;2;MODL11;18.55
687771;2021-05-03;2;BEWL39;51.07
687778;2021-05-03;2;BFXI39;49.99
687780;2021-05-03;2;BGWH39;54.99
687792;2021-05-03;2;BIHI39;54.75
687800;2021-05-03;2;BIVE39;53.37
687801;2021-05-03;2;BIVW39;47.33
687802;2021-05-03;2;BIWF39;56.3
687818;2021-05-03;2;BMTU39;46.5
687855;2021-05-03;2;BUSR39;51.61
687856;2021-05-03;2;BXTC39;55.48
688823;2021-05-04;2;BEWA39;47.65
688824;2021-05-04;2;BEWC39;48.9
688829;2021-05-04;2;BEWQ39;50.5
688838;2021-05-04;2;BGRT39;49.79
688850;2021-05-04;2;BIEV39;57.3
688868;2021-05-04;2;BIYG39;49.26
688893;2021-05-04;2;BQUA39;46.25
688913;2021-05-04;2;BSIZ39;45.55
688917;2021-05-04;2;BSUS39;48.99
688922;2021-05-04;2;BVLU39;57.15
689172;2021-05-04;2;IFCM3;15.77
689884;2021-05-05;2;BCWV39;54.71
689891;2021-05-05;2;BEFV39;47.73
689907;2021-05-05;2;BFAV39;50.82
690439;2021-05-05;2;RECV3;15.61
690954;2021-05-06;2;BHEF39;44.72
691964;2021-05-07;2;BEFG39;56.11
692850;2021-05-07;12;SNFF11;108.5
693797;2021-05-10;12;JBFO11;99.46
696071;2021-05-13;2;BEMV39;55.46
696839;2021-05-13;12;KISU12;7.5
698332;2021-05-17;2;G2DI33;6.85
698495;2021-05-17;2;NINJ3;19.25
704801;2021-05-25;12;QIFF12;1.58
705674;2021-05-26;12;ERCR13;108700.0
708152;2021-05-31;2;DOTZ3;13.2
708590;2021-05-31;12;BLMC11;102.0
709645;2021-06-01;12;AFOF12;30.0
711983;2021-06-04;12;VXXV11;721.55
